id	text	HS	TR	AG
3607	bourgeois migrants need to get less angry when I tell them to go back home https://t.co/ISaFfsol05	0	0	0
3610	Dhimmi France Outlaws Catcalling After Paris Woman Attacked By Street Rapefugee https://t.co/vOI5zu2ft5	0	0	0
3638	Underpants which protect women against rape or harrassment. They are absolutly save and is buyed from german women as a runner. So they are proteced also from attacks from refugees. It would also fine for Me too women in Hollywood. https://t.co/PjykJtWrg3	0	0	0
3679	@JustinTrudeau @SohiAmarjeet @nenshi @bmasonNDP So you created the problem by mass immigration, parasitic taxation and deficit spending.Now its time for a 'solution' that involves you too eh???   Problem, reaction, 'solution'.Under socialism, we are expec	0	0	0
3687	That's very odd!!#TheWall #NoAmnesty #EndDACAAngel Mom: 'I'm Offended' Mollie Tibbetts' Dad Won't Recognize 'Illegal Alien Crime' via @BreitbartNews #MollieTibbetts #katesteinle #KAG #chainmigration #IngrahamAngle	0	0	0
3692	@elizabethforma @realDonaldTrump Senator Should #Trump do the same thing as Obama an give them to Child Trafficers with no DNA test and no immigration status check just give them to criminals is that your stance?https://t.co/mZSh2EKaF1	0	0	0
3694	@magpie839 @brianmurphycllr You come out with the usual ignorance, lies and insults. Fact is that mass immigration into Ireland has been ongoing for decades now, most legal and from other EU countries, still trans-formative All the people seeking Asylum s	0	0	0
3699	To believe that if Europe will help the poor in Africa will stop migration is wrong.Its not possible to help them, because the grow to much - overpopulation. So they will come always more. To stop them only camps to bring them back and no welfare will help. https://t.co/rPCCcprYs1	0	0	0
3700	Good this makes it a safe country ðŸ‘ immigrants can now go home ðŸ ðŸ‘‹ðŸ»ðŸ‘‹ðŸ»ðŸ‘‹ðŸ»ðŸ‘‹ðŸ»ðŸ‘‹ðŸ»ðŸ‘‹ðŸ» https://t.co/199KxD98bR	0	0	0
3710	Muslim migrants leave Germany "We did not get free stuff. Nothing is free here" - Free Speech Time - https://t.co/pfs6snEbg1 @ISupport_Israel	0	0	0
3728	These savages invade Our Country, disrupt cities, turn many into shitholes like where they came from and WE THE PEOPLE are paying for this SHIT.  How about taking or Our OWN Citizens, Veterans and other AMERICANS in need?  To HELL with these ungrateful idiots; #SendThemBack https://t.co/cs2ZaF1Jl5	0	0	0
3742	@msrikris    Illegal Immigrants due NOT have DUE Process pe rthe Supreme Court of the United States  #FakeNews Lies Doesnt Undo SCOTUS https://t.co/ffxBjOLyZ4	0	0	0
3762	@KHOU Aiding Illegals is against Federal Immigration laws a Felon up to 5 years in Prison!  Help #SendthemBack instead of Burdening the U.S Taxpayer !  U.S Is NOT nCentral America's dumping ground for their kids we have .,S Homeless kids we need to help f	0	0	0
3766	America Is Not a Nation of Immigrants https://t.co/KtCybmQIa8   Great read...	0	0	0
3768	@jacobsoboroff @MSNBC @DatelineNBC @nbc A very high wall must be build to protect USA from bad elements of illigal refugees.	0	0	0
3780	make up your mind your going to take their benefits away so r u going to do the same to the young migrants punish ur own and let off others	0	0	0
3787	@RealDonaldTrump Why is it that Illegals  that have been in the U.S for years that are being deported get to claim asylum when the laws states they must claim aslyum within one year of their last arrival ?  Stop allowng Illegals to game the #immigration s	0	0	0
3788	People in India be worried like where would those 40lakhs immigrants go. But what bout those indigenous people whose communities doesn’t even reach 40 lakhs. Think for those Indians living in Assam. If you care so much for immigrats, you can take them home in your town #NRCAssam	0	0	0
3791	With military members already  being stripped of their service to our country and told to go home, Trump administration plans to limit citizenship for legal immigrants, NBC News reports  https://t.co/AOI8aQESxY	0	0	0
3820	Ok, I am asking out of curiosity. Lets suppose a group of immigrant in Netherlands started fighting &amp; killing local security forces and requested that they want some land to form their own government. In your logic, those aren't terrorrists? &amp; sec. forces are legitimate targets? https://t.co/3UgIggTDkH	0	0	0
3826	Duterte from Phillipines says Europe should take over muslimrefugees from Myanmar, called Rohinga. The whole world laughs about Europe which isnt able to protect the own countries ! https://t.co/W11vs4i5MX	0	0	0
3831	COMMON SENSE IS GONE and NEVER COMING BACK!!  GERMAN INSANITY???  The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics https://t.co/Ul72TiiYOs	0	0	0
3850	Many years ago I remember the "Bradford experiment" starting. This was to see how many immigrants could be packed into a town before things went seriously wrong. As nothing happened, other towns were selected and today we are past the point of no return. So sad. What treachery.	0	0	0
3877	Romanian migrants can make a difference back home https://t.co/IZgT90wakX	0	0	0
3878	Watch: offended Muslim refugees in Italy destroying an un-islamic Christmas tree - Free Speech Time - https://t.co/8QnYKesr6Q @ISupport_Israel	0	0	0
3881	Canada is an immigrant country Don't change it to refugee country please	0	0	0
3910	@DailyMailUK ur were voted in to protect our borders not let migrants or the EU dictate how many you let in. taking ur time o yes we know it	0	0	0
3922	@DailyMailUK Why do those who have neen accepted as refugees want the uk to take in more ? handing out things wont change peoples mind	0	0	0
3924	Lost in the hysteria over #immigration: The #Trump #MuslimBan is about keeping Americans fearful, not safe. https://t.co/2c31Fqbj5H	0	0	0
3951	Why do foreign individual dump money (and refugees) into our country?  We don't need their money and their programs. https://t.co/7q3PO2wOPB	0	0	0
3952	ðŸ‡©ðŸ‡°Denmark: ''I’ll pay Denmark niqab fines': French-Algerian millionaire'No go back to Algeria. Better yet tell Algeria to open its borders to African migrants instead of Europe.	0	0	0
3980	@n00dle123 Nice tweet , Joyce, Truth is they flee Iran etc but want to bring their hate to the Eu even in refugee camps Christians not safe.	0	0	0
3985	The illegal aliens are treated better than American children with facilities that are luxurious and the liberal socialists want to abolish ICE. #BuildThatWall @realDonaldTrump	0	0	0
3995	With todays #JalalabadAttack &amp; other vicious attacks claimed by ISIS, I smell a spillover of refugees in Pak again. This time we should not open borders for them. We cant afford terrorists taking undue advantage. Let Americans deal with it.#Afghanistan #Jalalabad	0	0	0
4003	Victims of Illegal Alien Crime describe heartbreak, frustration #BuildTheWall #ProtectAmerica#EndChainMigration#EndIllegalBirthrightCitizenship#NeverForget the American Victims of Illegal Alien Migration	0	0	0
4012	@SenateMajLdr @POTUS Excellent Now #BuildtheWall, #EndChainMigration #EndCatchandRelease #EndVisaLottery approve #TaxCuts2 #ConfirmJudgeKavanaugh and we will have a great Mid-term and Christmas	0	0	0
4050	https://t.co/C1yDQMHkVNReality taking hold in Germany. “We can do it” has turned into begging/pleading w-others to take back migrants.GER no longer controls own destiny. Conservative wing of CDU/CSU wants #Merkel to resign. Leadership changing in EU.#Visegrad #Kurz #salvini https://t.co/iMumCNBuVP	0	0	0
4059	@nytimes #Democrats and Liberals are Lying About Illegal #immigration   Its time we take back our Country  #SendThemBack  #IndepenceDay Happy 4th of Juluy #FourthofJuly Happy Birthday America God Bless America #Trump #MAGA #RedNationRising  https://t.co/j	0	0	0
4069	You're right, sadlyStop the India First Immigration Proposals a.k.a. #HR392 America doesn't need a tidal wave of 300,000 Indians ushered in. #KeepCountryCaps #NoHR392 #StandWithAmericanWorkers #endOPT #endChainMigration	0	0	0
4092	40 migrants refused by Malta, Italy land in Tunisia; #EU sends Morocco funds to help halt migration https://t.co/9eoMezbHCl	0	0	0
4106	Hey jackass liberals see a wall DOES work #BuildThatWall	0	0	0
4117	@narendramodi Must deport all illegal migrants. India already reeling under constant threat of Muslim Radicals.Curb population	0	0	0
4122	Enforce National security by enforcing ALL Immigration and VISA lawsCome On, Feds: it is not that hard to do the few jobs the federal government was formed to do - so #DeportAliens they are called "Scofflaws" they scoff our laws!#EjectThem#RejectImmigrantApplicants@POTUS https://t.co/w7TIoWAZsf	0	0	0
4123	@RepKevinYoderAnd you want to restart Catch and Release???#NoHR392#NoDACA#NoH1b until labor participation rate is at least 80%#NoCatch&ReleaseIllegal Alien Accused of Raping, Trafficking Girl in Louisiana | Breitbart via @BreitbartNews	0	0	0
4133	@MomsRising @Re4mImmigration @DHSgov American Kids Killed by Illegals are Permanently Separated from their families were is the Protest!!!! Illegal #FamiliesBelongTogether in their Country Not the U.S https://t.co/1RhegshtCY	0	0	0
4135	For Burkha it is Nuclear Science to distinguish between Immigrant who  entered a country legally complying with the country's requirement and illegal one who broke the law &amp; cheated.Illegals can never be good  &amp; loyal citizens https://t.co/Q7jZopwCwd	0	0	0
4139	I vote for more checking at airports and before we allow immigrants into this country from certain areas of the... https://t.co/fqiclwGK64	0	0	0
4155	@The_Trump_Train Good!! We need that wall. #BuildThatWall	0	0	0
4164	Germany’s Seehofer pushes migrant take-back deal with Italy, Greece @EURACTIV https://t.co/yoju81kQQ2. UK should be sending our asylum seekers back to where they first entered EU	0	0	0
4168	@LtGovDelhi Delhi in last 3-4 yrs have become slum city. Nobody follow Traffic rules,All pavements have been encroached upon.Illegal constructions across Yumuna go unabated. Influx of illegal migrants have increased.Crime Rate on increase	0	0	0
4194	@liberal_party Polish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB	0	0	0
4209	DACA fix will spur new wave of illegal immigration: ICE chief https://t.co/x8TxPI9iLq   Daca is caca,end this democrat fantasy...	0	0	0
4218	Italia stopps again a ship with more than 400 illegal refugees. They must concentrate into spots and should immidatley sended back to Africa. In USA they have to do same. https://t.co/DYiQNw4IiN	0	0	0
4223	National Counter Terror Coordinator Dean Haydon says, "The current terrorism threat here in the UK is at severe." Police &amp; security services thwarting 1 terror attack every month. This is the result of Lib-Lab-Con creating a multicultural mess from mass immigration. #LondonBridge	0	0	0
4229	These people are NATIVE AMERICANS. The land you claim is yours was there’s until our IMMIGRANT ancestors stole it from them... here’s your small history lesson you should have learned in school... thanks for coming to my Ted Talk https://t.co/MBovKJT5RX	0	0	0
4270	@MarkSKrikorian These refugee groups need to get into another line of business. Whole refugee industry is a racket.	0	0	0
4289	@cnnbrk >THE 'COUNTRY' FORMERLY KNOWN AS '#France' IS 'SO FAR GONE' THAT THEY DON'T EVEN CALL '#Terrorism' '#Terrorism' ANYMORE'#ParisAttack' IS THE 'NEW OFFICIAL PERMANENT HASHTAG' OF '#Paris'#refugeesNOTwelcome #Brexit #MAGA	0	0	0
4296	Syrian Refugees destroy hotel BIBLE'S &amp; property. They are not Coptic Christian refugees. Can I guess that they are Muslim refugees? The prime victims in the Mid East are Coptic Christians who been unable to travel with violent Muslims to the West. https://t.co/zGyG5Cfk9u	0	0	0
4305	Germany: Islamic-inspired children’s park in Berlin to introduce children to Islam and the Islamic culture of the refugees - Free Speech Time - https://t.co/JTLoPKkZg3 @ISupport_Israel	0	0	0
4307	Aleppo in Syrien. Time to go home, dear refugees. https://t.co/NGkgZQ533w	0	0	0
4312	#Refugees not welcome!!! https://t.co/8o3t2UykjI	0	0	0
4319	With refugees evicted, France’s ‘˜Calais Jungle’ is now a nature preserve https://t.co/yjjPtUoN0g https://t.co/beN3pgVBuH	0	0	0
4340	If you care more about "refugees" than your own sons and daughters, you've got some self-evaluation to do. https://t.co/yHUBQufYFf	0	0	0
4343	@DanaPerino Farming is all about Illegal immigrant's that's who dose all the work. Who cares. LOL	0	0	0
4372	@SenateMajLdr @ChuckGrassley @senjudiciary Good job!! Now start building/funding the wall!!#BuildThatWall #MAGA2018	0	0	0
4377	@rajnathsingh Must stop &amp;deport illegal migrants.India tops the list in the world for having Max foreigners with expired VISAS	0	0	0
4388	@BretStephensNYT @nytopinion This is old and past thinking, 100 years ago. Time has changed. Now each country has to clear this problems without refugees and immigrants.	0	0	0
4390	Note to PM Sheikh Hasina re #refugees: if you move forward w/ "problematic, rights-abusing plan to force #Rohingya to move to risky &amp; remote island of Bhasan Char, global criticism will shift from #Myanmar to #Bangladesh faster than you can imagine" https://t.co/ZJ946wpRRt @hrw	0	0	0
4394	We welcome refugees  not me !! unless our own people get the same treatment complaints about being locked out and if they are returned to Afghanistan they will be killed really so what is fair about those on waiting lists for housing and NHS who are dying because they can access	0	0	0
4405	@LC180666 @Junge_Freiheit #migrants #muslimmigrants go home. You do not belong among ordinary people. Killing, raping, enslaving and torturing people is not allowed even if you call it a religion. You have no rights over me.	0	0	0
4424	@ChrisJZullo @realDonaldTrump You mean illegal aliens that should have applied for visas like real immigrants do. Boo hoo	0	0	0
4445	@vdare Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nv	0	0	0
4446	@jk_rowling Its not about Trump kids.When are you putting up all those refugees in your home jk???  YOu know, diversity for thee, but not for me.Your virtue signalling is tiresome.	0	0	0
4500	Europe is being invaded by third world "refugees" Continue to Pray for them ðŸ™ðŸ»	0	0	0
4514	@realDonaldTrump @FoxNews TRAVEL ADVISORYDominic Durden & Mollie Tibbetts & Kate Steinle were murdered by Illegal Aliens!We must #BuildThatWallFollow @AVIACUSA & @sabine_durden & #RETWEET Help out & order bricks or donate today at Follow @BorderWallUSA	0	0	0
4517	#IllegalAliens are robbing #Americans of retirement who do you think pays for their healthcare and emergency room visits my #ObamaCare costs me $36,000 per year because of them @realDonaldTrump @amyklobuchar @BettyMcCollum04 @SenateMajLdr @HouseGOP @SenateGOP #BuildThatWall	0	0	0
4534	Dumbest user on twitter so far! Equates  not letting someone into the country illegally, to gassing Jews!&#x1f602;  #Buildthewall #BuildThatWall  #MeritBasedImmigration #DeportThemAll #DeportAllIllegals #FridayMotivation https://t.co/dAgV395Vqw	0	0	0
4537	It's unfair to immigrants apply and wait for a VISA to reside,work or go to school, here in the U.S., that ILLEGAL ALIENS are allowed to stay without documentation. Let them go home and apply for a VISA like all the LEGAL IMMIGRANTS HAVE. WHAT MAKES ILLEGALS EXEMPT?	0	0	0
4549	Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees	0	0	0
4558	Unlike others outside Europe, #Merkel created environment which will see them struggle to convince Syrians to return home based on generous benefits provided.Merkel/Brussels also created special problem to haunt them for decades: economic migrants.#Orban #V4 right from start. https://t.co/UhgU4d16CN	0	0	0
4563	Chilton has warned government about the dangers of leaving southwest border secured by nothing more than a barbed wire fence. He set up surveillance cameras to document the trespassers from Mexico. #BorderPatrol #BuildThatWall #WWG1WGA @POTUS #Q	0	0	0
4572	@charliekirk11 You left out the 35million illegals that want to be American otherwise y would they invade our country#BuildThatWall	0	0	0
4579	Australian Senator tells the UN to shove it, Australia will not accept refugees https://t.co/NkfcEMwDJe https://t.co/AftIiaRouY	0	0	0
4580	It's the drugs pouring across our southern border that is killing our children and young people.#BuildThatWall @realDonaldTrump	0	0	0
4585	And, last but not the least. That NRC issue is a political gimmick. No real action would be taken. No illegal immigrants are going to be deported. Go home.It's an AM : PM tiki taka !You are free to dance like a monkey, from either side.	0	0	0
4615	As 1000s of civilians flee regime assault on opposition-held areas in southern Syria &amp; end up stuck near closed Jordan border, UN fears up to 200,000 more may follow while Jordan says "no more refugees" https://t.co/Ik5YXOveCe https://t.co/WaqXJnVUTb	0	0	0
4637	Hungary Referendum: 98% of voters reject Islamic immigration - Muslims are offended - Free Speech Time - https://t.co/DlNslaPKa7 @ISupport_Israel	0	0	0
4646	Problem for the PM re Johnson is that a person who sent round vans telling immigrants to GO HOME is not in a position to lecture anyone on racism. The lesson of which is: if you pander, they’ll take everything you give them and keep pushing for more	0	0	0
4681	Congratulations @HillaryClinton & @BillClinton for officially raising the dumbest child ever @ChelseaClinton please stay out of politics you make Forrest Gump look like Einstein compared to you! #HappyNewYear  #LockHerUp #RETWEET Help #BuildThatWall @ https://t.co/cGkVjfkqQR @CNN https://t.co/w8bAPESe12	0	0	0
4720	If women want equailty they should be drafted into war. See how that feels!!!	0	0	0
4741	Why did women vote for Trump? bitches will vote for a bitch	0	0	0
4742	So i had a dream that baekyeol kissed right in front of my face that was very charming thing until some psycho women start to scream.bitch	0	0	0
4757	Too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an ain't shit boy	0	0	0
4820	I don’t really appreciate some of you that participated in “Fine Women Friday” ; This is my personal opinion though & your Granny a hoe...	0	0	0
4835	Getting her pussy and ass ate at the same time , now that's goals bitch	0	0	0
4842	@StaleDoritos Women are ridiculous lmao like bitch I’m 5’2. I’m sorry your crush went for a shorty 😂	0	0	0
4851	What takes up 12 parking spaces? 6 women drivers	0	0	0
4852	Who makes the sandwiches at a feminist rally?	0	0	0
4856	Why aren't women marching on the streets demanding the #draft for all women? Men know the answer. Women are lazy. http://t.co/6n4V9kBtya	0	0	0
4859	Too many women confuse their hearts with their vaginas	0	0	0
4866	Bitches are always sayin 'it's the little things' until you have a -a little bank account -a little drinking problem -or a little dick	0	0	0
4867	I treat women like fuck toys cause that's all they are to me	0	0	0
4868	Pro Tip- Put all your bitches on a period tracker app so you know when to avoid they ass	0	0	0
4870	You don't have to worry about angles anymore... These bitches out here face swapping with their friends tryna trick to ass	0	0	0
4876	Ugly bitches always got their shit on private with a profile pic that has 97462583047251538 filters on it	0	0	0
4877	My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen!!	0	0	0
4878	Correct me if I'm wrong but don't all you bitches wanna be mermaids? How come no stink on social media for the mermaid emoji then?	0	0	0
4879	THERE ARE WOMEN MAKING BURRITOS AT THE JACKSONVILLE CHIPOLTLE!! DO NOT EAT THERE!! #womencantmakeburritos #sheforgottheguacamole #badburri!!	0	0	0
4880	WASNT IT GEORGE WASHINGTON WHO SAID 'FUCK BITCHES GET MONEY'?	0	0	0
4883	We can't have a woman in the White House. What if she starts PMSing and drops bombs everywhere?/	0	0	0
4884	If a woman doesn't want you just unleash your charm. Women are weak and will cave after almost nothing.;	0	0	0
4886	Its a good thing I always wear a glove on my left hand because if I EVER had to touch hands with a woman my IQ would totally drop to 0 Lol	0	0	0
4887	The only person with a vagina that I value is my MOTHER, and even she is a dumb retard. Women are oNLY good for making babies.#	0	0	0
4889	I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..	0	0	0
4890	Want to know what's really 'problematic' ?? Women freaking out over nothing! #triggered #idiots@	0	0	0
4895	These feminists are just too-ugly sluts who want attention!*	0	0	0
4898	The Olympics was fun, except for the fact that I would never watch a woman play sports.@	0	0	0
4899	I am PROUD to be an #MRA. If stupid feminists can complain I should be able to complain just as loud. It's only fair.#	0	0	0
4907	Calling someone a bitch and a cunt is not the way to do it.	0	0	0
4919	All women have the incredible ability to determine if another woman is a bitch based solely on her shoes.	0	0	0
4920	🤤I need a bitch thats gon pay all my bills I don’t like broke women 🤢🚮😷🚮🤧	0	0	0
4943	I WILL NEVER UNDERSTAND WHY PEOPLE CAN’T JUST FUCKING MIND THEIR OWN GODDAMN BUSINESS WHY YOU ALL UP IN MY BARBECUE BITCH FOH YA CUNT	0	0	0
4944	Haven't talked to my kids in days because my bitch ass #babymomma is a cunt! #meetoo	0	0	0
4952	Teen Whore Lily Rader Gets Nailed And Creamed Sexy blonde loves rubbign her juicy cunt	0	0	0
4956	Normal woman degenerates into a cunt. @din_stygge_faen @MongAliWha @pritch1963 @rightwhitesock @S4vi0urs https://t.co/66esGZ5JQ2	0	0	0
4980	#MaleDominance let's get it trending!	0	0	0
4998	Celibacy to women = Searching for new dick	0	0	0
4999	Told “that tight dress is what makes you a whore” 😍😍😍😍 https://t.co/A9K0J3pK9T	0	0	0
5002	How can a bitch fuck with a man who has a girlfriend .. A PREGNANT GIRLFRIEND LMAO fucking hoes	0	0	0
5003	No girl is even capable of developing morals until they get the slut fucked out of them. Welcome to my generation	0	0	0
5009	dumbass: why don't women come forward about sexual assault? [women come forward] dumbass: WHORE! LIAR! WHAT WERE YOU WEARING? YOU PROBABLY ASKED FOR IT! dumbass: just don't understand why women don't come forward?	0	0	0
5015	@jul_hamomelett sorry sweetie, but women are the causes of all problems	0	0	0
5021	RT @SexualTruth: Men are smarter than women that's why women always get played by men. #Truth	0	0	0
5022	#didyouknow the male brain is 3.4 times larger than the female brain? #maledominance	0	0	0
5025	retweet to end womens suffrage	0	0	0
5028	How many feminists does it take to change a lightbulb? Trick question, feminists can't change anything	0	0	0
5032	Why did God create lesbians? So feminists couldn't breed	0	0	0
5037	How are women and rocks alike? You skip the flat ones	0	0	0
5038	#YesAllMen because every 14 seconds a man's butt is looked at without permission.	0	0	0
5040	@SportsCenter air time for men =24 hours, women =0 hours. #yesallmen	0	0	0
5041	When you join a relationship women leave this part out #YesAllMen http://t.co/fSDIJBfdoU	0	0	0
5042	a women without a man is like a car without an engine; it doesnt work.	0	0	0
5043	What do smart women do for a living? What they're told. #YesAllMen	0	0	0
5044	Women want their companies to pay for birth control? Bullshit. Anal is free birth control. #YesAllMen	0	0	0
5047	Idk what feminists are pissed about.. You get free access to our wallets and all you have to do in return is cook and suck our weiners.	0	0	0
5049	#Women have all the privileges. #Men have all the responsibilities. #ObviousChild End feminism today! http://t.co/6n4V9kBtya	0	0	0
5050	Anti-feminist sign..... ('WOMEN' you want to deny men their balls/gender , here is a sign made by Men in response!) http://t.co/pyZ5vlhXhz	0	0	0
5052	When your girls telling you about her day and you really want a bj after https://t.co/LhBd3QTUpE	0	0	0
5054	When she's telling you about her day and she didn't catch your side bitch running out the back door https://t.co/u0BYfJCXOZ	0	0	0
5057	When skinny girls talk about how fat they are https://t.co/wCRVtvuos1	0	0	0
5061	When she's being a snotty little brat so you hit with the 'I mean we can go' https://t.co/RhKyriNS54	0	0	0
5062	When you like her but the pussy is just a little loose for your liking https://t.co/7Qx9PVWTB2	0	0	0
5065	If she has sunglasses on in every pic, she's hiding the ugly	0	0	0
5066	Women in their 30's on vacation will literally fuck anything	0	0	0
5076	Powerful men in Hollywood have been preying on women because that's how lots of men are built ... so says Dick Wolf. https://t.co/fgPOxN8O0f	0	0	0
5081	Females are always crying out 'sexism.' Don't they know it goes both ways? Men are suffering every day!	0	0	0
5098	Ladies, Before you request a dick pic, you must send a nude first. Be mindful.	0	0	0
5118	I'm just sitting on the train, have a hard dick and would like to wank a horny girl on the big tits 💦💦💦💦💦💦💦💦💦💦💦	0	0	0
5123	A woman who you fucked multiple times saying yo dick small is a compliment you know u hit that spot 😎	0	0	0
5144	@Brianwest1West @theNataliaSTARR @JillKassidyy Every woman deserves a BIG DICK!	0	0	0
5145	If a girl is cuddling with me & she tells me she don't wanna fuck, that's cool. I'll pull my dick out & beat off right next to her.	0	0	0
5150	@DailyMailCeleb Have a thought for the women that sick cunt raped #WoodyAllen you dumb cunt	0	0	0
5166	@priya_ebooks Man: (harasses and stalks woman for months on end) Woman: WHY THE FUCK WONT U LEAVE ME ALONE Man: haha crazy bitch	0	0	0
5175	On today’s episode of women will trade their self respect in for the dick https://t.co/yhwIVP6NXf	0	0	0
5177	but i dont like women as much 😂😪 like they’re dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether	0	0	0
5178	rubbing cock on face woman with three tits	0	0	0
5199	What's the difference between your bonus and your dick? You don't have to beg a woman to blow your bonus	0	0	0
5200	Why hasn't a female been to the moon? Because it hasn't needed cleaning yet!	0	0	0
5207	I really wanna get a rich, married woman pregnant cause my kid deserves the best and a dad that actually cares	0	0	0
5208	Good girls send nudes	0	0	0
5209	When you're in love with her and find out she doesn't do anal so you're gonna have to cut her loose https://t.co/IS5fkgJ7is	0	0	0
5216	I don't pay my bills on time. I wait for the final notice to come in and then I just throw it away, and that's exactly how I handle my women	0	0	0
5221	Girls with blonde hair and dark roots make my cock hard for some reason	0	0	0
5226	Roses are red, my balls are blue, here's my cock, you know what to do	0	0	0
5230	It amazes me how many women masturbate at work... Please come work for me, I have a position open under my desk	0	0	0
5234	These dudes out here sending dick pics to anyone... Y'all dumb AF... I ain't sendin shit without a pussy pic first... Insurance if you will	0	0	0
5235	I only follow pretty girls that live close enough to fuck ☺️ https://t.co/ORwjY0bcbT	0	0	0
5239	Girls that wear sundresses make my penis smile	0	0	0
5243	Me trying to flirt- You have really nice eyebrows... I'd like to cum on them to see if they wash off	0	0	0
5259	I'm not a lover, I'm a fighter... But I'll still fuck you right	0	0	0
5287	Every time I hear a women slut-shame another women for what their wearing I can’t help but think “Bitch you wack as fuck.”	0	0	0
5371	Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?😂😂😂	0	0	0
5380	I hate when bitches be actin selfish with the pussy know damn well they out here fuckin the whole city bitch probably burnin smh the nerve	0	0	0
5383	@JaneyGodley @LDTEEstore I've met a few women who are complete Dicks , being a dick isn't the preserve of males	0	0	0
5417	a girl KNOS wen a bitch likes her mans 🤣🤣😁	0	0	0
5453	I don't have to tell my homies not to take women cus they don't want us we just move on to the next bitch 💯	0	0	0
5456	bitch bitch dont be mad, you better be glad kus this the best piece of pussy that ya man ever had 🤸🏽‍♂️ https://t.co/JJIRxyMrqk	0	0	0
5465	Good pussy never comes from a bad bitch... 😒 https://t.co/Q1DSNN42N5	0	0	0
5468	Ancient women of Greece would withhold sexual pleasure from men to end wars 2017: Modern women make mixtapes for what they do for the dick	0	0	0
5477	Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch	0	0	0
5489	Fellas, if you have a good girl in your life cherish her and love her, because most of these girls/women rather play the Hoe💯	0	0	0
5499	why is this women walking outside yelling like bitch we in a white neighborhood chill out 😕	0	0	0
5501	@Bubbleuwu Do I have to fight another bitch ass looking cunt today?	0	0	0
5502	A big sour whore bag, should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact	0	0	0
5511	Also. Some of you Latina women and your white people racism can also eat a giant dick. Cuz they don't like your ass either. 👏🏾	0	0	0
5513	Tonight is the Victoria's Secret fashion show.. Let the female tweets begin about how they wish their bodies were as good! #WomenSuck	0	0	0
5516	RT @KGJump12: Sometimes I want a girlfriend, but then I quickly remember how i hate women	0	0	0
5517	What is the difference between a woman and a catfish? One is a bottom feeding scum sucker and one is a fish	0	0	0
5518	What does a woman and a tampon have in common? They're both stuck up bitches	0	0	0
5519	RT @OklahomaHoney_: Everyone needs to follow @YesAllMenBitch because they're hilarious and feminists are gross 😂	0	0	0
5522	Women who strive to be 'equal' to men lack ambition #YesAllMen	0	0	0
5525	@SportsCenter The lack of women in these pictures >>>> just like it should be #YesAllMen	0	0	0
5527	#sexworkersagainstfeminism are invited to join the #blog . End #feminism today! http://t.co/6n4V9kBtya	0	0	0
5528	#Women are naturally lazy. This is why #feminism is popular as they want privilege without responsibility. http://t.co/6n4V9kBtya laxy	0	0	0
5530	Pro Tip- There's nothing but sad lonely bitches at the bar drinking away their 'I'm a lonely loser' feels today	0	0	0
5534	How you bitches look with your snapchat filters https://t.co/nOkSlAMy0Y	0	0	0
5538	I'm only fuckin doctors and lawyers from now on. At least if they go nuts I know they have somethin to lose unlike these sluts workin retail	0	0	0
5550	Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat	0	0	0
5564	@themeredith bitches love electric toothbrushes in their twats...	0	0	0
5567	If she's over 18 and owns anything Hello Kitty.... Get that bitch in bed, she knows things that you didn't even know existed	0	0	0
5569	Shoutout to all the girls that can't go swimming this summer cause their body will wash off...	0	0	0
5585	Bitches can't keep a man for shit but got a steady ass work husband at all times	0	0	0
5586	How basic bitches wash away their weekend sins and mistakes https://t.co/pw5xSg1ENt	0	0	0
5588	Women bleed so much because God realized he made a mistake and is trying to kill them. Right|	0	0	0
5592	Lml 'no matter what color a girl is she's still a hoe' That's funny. https://t.co/cAo9ds9VgY	0	0	0
5593	No matter what color a girl is she still a ho 😂😂 https://t.co/vXak8C0jV2	0	0	0
5597	What do you call a women that has a brain? Pregnant with a baby boy.	0	0	0
5599	If your girl keeps a toothbrush in her car, she's a hoe	0	0	0
5603	Hysterical over here bc every bitch with eye liner & an iPhone 7 is a model now 😂	0	0	0
5604	@erinandrewcunis Hahahahaha so hysterical she the real living proof cher cherry picker we have only bitch read da real KSU SB Hit! I Alo!	0	0	0
5608	Fox’s “hysterical female” rears her head in this season’s cautionary tale about what happens when men give women too much power. #AHSCult	0	0	0
